name	parent	fio	post 
Участковая избирательная комиссия №630	ТИК №  3	Юмашев Максим Андреевич	Секретарь
Участковая избирательная комиссия №630	ТИК №  3	Гузенков Олег Петрович	Член
Участковая избирательная комиссия №630	ТИК №  3	Иванов Евгений Анатольевич	Член
Участковая избирательная комиссия №630	ТИК №  3	Крылов Дмитрий Николаевич	Член
Участковая избирательная комиссия №630	ТИК №  3	Логинова Ольга Юрьевна	Член
Участковая избирательная комиссия №630	ТИК №  3	Маркив Ирина Богдановна	Член
Участковая избирательная комиссия №630	ТИК №  3	Молочников Михаил Александрович	Член
Участковая избирательная комиссия №630	ТИК №  3	Солодкий Владимир Николаевич	Член
Участковая избирательная комиссия №630	ТИК №  3	Стульба Игорь Алексеевич	Член
Участковая избирательная комиссия №630	ТИК №  3	Тверская Ольга Сергеевна	Член
Участковая избирательная комиссия №630	ТИК №  3	Шаршавов Василий Алексеевич	Член
Участковая избирательная комиссия №631	ТИК №  3	Шалашова Ольга Николаевна	Председатель
Участковая избирательная комиссия №631	ТИК №  3	Зиновкина Екатерина Николаевна	Зам.председателя
Участковая избирательная комиссия №631	ТИК №  3	Юмашев Максим Андреевич	Секретарь
Участковая избирательная комиссия №631	ТИК №  3	Гузенков Олег Петрович	Член
Участковая избирательная комиссия №631	ТИК №  3	Иванов Евгений Анатольевич	Член
Участковая избирательная комиссия №631	ТИК №  3	Крылов Дмитрий Николаевич	Член
Участковая избирательная комиссия №631	ТИК №  3	Логинова Ольга Юрьевна	Член
Участковая избирательная комиссия №631	ТИК №  3	Маркив Ирина Богдановна	Член
Участковая избирательная комиссия №631	ТИК №  3	Молочников Михаил Александрович	Член
Участковая избирательная комиссия №631	ТИК №  3	Солодкий Владимир Николаевич	Член
Участковая избирательная комиссия №631	ТИК №  3	Стульба Игорь Алексеевич	Член
Участковая избирательная комиссия №631	ТИК №  3	Тверская Ольга Сергеевна	Член
Участковая избирательная комиссия №631	ТИК №  3	Шаршавов Василий Алексеевич	Член
Участковая избирательная комиссия №632	ТИК №  3	Шалашова Ольга Николаевна	Председатель
Участковая избирательная комиссия №632	ТИК №  3	Зиновкина Екатерина Николаевна	Зам.председателя
Участковая избирательная комиссия №632	ТИК №  3	Юмашев Максим Андреевич	Секретарь
Участковая избирательная комиссия №632	ТИК №  3	Гузенков Олег Петрович	Член
Участковая избирательная комиссия №632	ТИК №  3	Иванов Евгений Анатольевич	Член
Участковая избирательная комиссия №632	ТИК №  3	Крылов Дмитрий Николаевич	Член
Участковая избирательная комиссия №632	ТИК №  3	Логинова Ольга Юрьевна	Член
Участковая избирательная комиссия №632	ТИК №  3	Маркив Ирина Богдановна	Член
Участковая избирательная комиссия №632	ТИК №  3	Молочников Михаил Александрович	Член
Участковая избирательная комиссия №632	ТИК №  3	Солодкий Владимир Николаевич	Член
Участковая избирательная комиссия №632	ТИК №  3	Стульба Игорь Алексеевич	Член
Участковая избирательная комиссия №632	ТИК №  3	Тверская Ольга Сергеевна	Член
Участковая избирательная комиссия №632	ТИК №  3	Шаршавов Василий Алексеевич	Член
Участковая избирательная комиссия №901	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №901	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №901	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №901	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №901	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №901	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №901	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №901	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №901	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №901	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №901	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №901	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №901	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №902	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №902	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №902	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №902	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №902	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №902	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №902	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №902	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №902	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №902	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №902	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №902	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №902	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №903	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №903	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №903	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №903	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №903	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №903	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №903	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №903	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №903	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №903	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №903	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №903	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №903	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №904	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №904	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №904	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №904	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №904	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №904	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №904	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №904	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №904	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №904	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №904	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №904	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №904	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №905	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №905	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №905	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №905	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №905	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №905	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №905	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №905	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №905	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №905	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №905	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №905	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №905	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №906	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №906	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №906	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №906	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №906	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №906	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №906	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №906	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №906	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №906	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №906	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №906	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №906	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №907	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №907	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №907	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №907	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №907	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №907	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №907	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №907	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №907	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №907	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №907	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №907	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №907	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №908	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №908	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №908	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №908	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №908	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №908	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №908	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №908	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №908	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №908	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №908	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №908	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №908	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №909	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №909	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №909	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №909	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №909	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №909	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №909	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №909	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №909	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №909	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №909	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №909	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №909	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №910	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №910	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №910	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №910	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №910	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №910	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №910	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №910	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №910	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №910	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №910	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №910	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №910	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №911	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №911	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №911	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №911	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №911	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №911	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №911	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №911	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №911	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №911	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №911	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №911	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №911	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №912	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №912	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №912	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №912	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №912	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №912	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №912	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №912	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №912	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №912	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №912	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №912	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №912	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №913	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №913	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №913	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №913	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №913	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №913	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №913	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №913	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №913	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №913	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №913	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №913	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №913	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №914	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №914	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №914	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №914	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №914	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №914	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №914	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №914	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №914	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №914	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №914	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №914	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №914	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №915	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №915	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №915	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №915	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №915	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №915	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №915	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №915	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №915	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №915	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №915	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №915	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №915	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №916	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №916	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №916	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №916	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №916	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №916	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №916	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №916	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №916	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №916	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №916	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №916	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №916	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №917	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №917	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №917	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №917	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №917	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №917	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №917	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №917	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №917	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №917	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №917	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №917	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №917	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №918	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №918	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №918	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №918	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №918	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №918	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №918	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №918	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №918	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №918	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №918	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №918	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №918	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №919	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №919	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №919	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №919	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №919	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №919	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №919	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №919	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №919	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №919	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №919	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №919	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №919	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №920	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
Участковая избирательная комиссия №920	ТИК №  4	Шагиахметова Эльмира Вячеславовна	Зам.председателя
Участковая избирательная комиссия №920	ТИК №  4	Боровская Алиса Владимировна	Секретарь
Участковая избирательная комиссия №920	ТИК №  4	Агасиева Ольга Леонидовна	Член
Участковая избирательная комиссия №920	ТИК №  4	Амосов Виктор Викторович	Член
Участковая избирательная комиссия №920	ТИК №  4	Дмитриев Эдвин Владимирович	Член
Участковая избирательная комиссия №920	ТИК №  4	Началова Ирина Алексеевна	Член
Участковая избирательная комиссия №920	ТИК №  4	Пепелкова Олеся Петровна	Член
Участковая избирательная комиссия №920	ТИК №  4	Рябчикова Ольга Николаевна	Член
Участковая избирательная комиссия №920	ТИК №  4	Сидоров Антон Максимович	Член
Участковая избирательная комиссия №920	ТИК №  4	Ткаля Ольга Николаевна	Член
Участковая избирательная комиссия №920	ТИК №  4	Тямшанский Николай Борисович	Член
Участковая избирательная комиссия №920	ТИК №  4	Устименко Вера Владимировна	Член
Участковая избирательная комиссия №960	ТИК №  4	Зарипов Ильдар Абдуллович	Председатель
